"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol","gene_biotype","ensembl_transcript_id","transcript_length","transcript_start","transcript_end"
"14","ENSG00000002549",14164.3297001085,2.48776986043997,0.230373202560138,10.7988682398533,3.48472282078568e-27,4.38119265731008e-25,"LAP3","protein_coding","ENST00000508014",494,17583431,17586067
"15","ENSG00000002549",14164.3297001085,2.48776986043997,0.230373202560138,10.7988682398533,3.48472282078568e-27,4.38119265731008e-25,"LAP3","protein_coding","ENST00000513105",626,17583602,17606884
"16","ENSG00000002549",14164.3297001085,2.48776986043997,0.230373202560138,10.7988682398533,3.48472282078568e-27,4.38119265731008e-25,"LAP3","protein_coding","ENST00000504614",813,17584801,17604667
"17","ENSG00000002549",14164.3297001085,2.48776986043997,0.230373202560138,10.7988682398533,3.48472282078568e-27,4.38119265731008e-25,"LAP3","protein_coding","ENST00000503467",1709,17585769,17607972
"18","ENSG00000004468",276.492272558215,4.48753784271217,0.589468368482545,7.61285606259812,2.68104314610566e-14,1.32260787669544e-12,"CD38","protein_coding","ENST00000502843",1560,15778275,15849255
"19","ENSG00000004468",276.492272558215,4.48753784271217,0.589468368482545,7.61285606259812,2.68104314610566e-14,1.32260787669544e-12,"CD38","protein_coding","ENST00000506191",594,15778298,15816754
"20","ENSG00000004468",276.492272558215,4.48753784271217,0.589468368482545,7.61285606259812,2.68104314610566e-14,1.32260787669544e-12,"CD38","protein_coding","ENST00000511430",1672,15778312,15826086
"21","ENSG00000004468",276.492272558215,4.48753784271217,0.589468368482545,7.61285606259812,2.68104314610566e-14,1.32260787669544e-12,"CD38","protein_coding","ENST00000226279",5620,15778328,15853232
"22","ENSG00000004468",276.492272558215,4.48753784271217,0.589468368482545,7.61285606259812,2.68104314610566e-14,1.32260787669544e-12,"CD38","protein_coding","ENST00000510674",455,15816596,15840490
"23","ENSG00000006611",2.02753390434595,4.02212647891163,1.6534471692257,2.43257030147215,0.0149920808299877,NA,"USH1C","protein_coding","ENST00000526313",2149,17493895,17544402
"24","ENSG00000006611",2.02753390434595,4.02212647891163,1.6534471692257,2.43257030147215,0.0149920808299877,NA,"USH1C","protein_coding","ENST00000318024",2232,17493900,17544416
"25","ENSG00000006611",2.02753390434595,4.02212647891163,1.6534471692257,2.43257030147215,0.0149920808299877,NA,"USH1C","protein_coding","ENST00000527720",2278,17493897,17533510
"26","ENSG00000006611",2.02753390434595,4.02212647891163,1.6534471692257,2.43257030147215,0.0149920808299877,NA,"USH1C","protein_coding","ENST00000624811",1194,17493900,17495093
"27","ENSG00000006611",2.02753390434595,4.02212647891163,1.6534471692257,2.43257030147215,0.0149920808299877,NA,"USH1C","protein_coding","ENST00000527020",2159,17493900,17544400
"28","ENSG00000006611",2.02753390434595,4.02212647891163,1.6534471692257,2.43257030147215,0.0149920808299877,NA,"USH1C","protein_coding","ENST00000005226",3241,17493900,17544416
"29","ENSG00000006611",2.02753390434595,4.02212647891163,1.6534471692257,2.43257030147215,0.0149920808299877,NA,"USH1C","protein_coding","ENST00000529563",942,17493965,17516622
"30","ENSG00000006611",2.02753390434595,4.02212647891163,1.6534471692257,2.43257030147215,0.0149920808299877,NA,"USH1C","protein_coding","ENST00000527551",371,17494162,17496913
"31","ENSG00000006611",2.02753390434595,4.02212647891163,1.6534471692257,2.43257030147215,0.0149920808299877,NA,"USH1C","protein_coding","ENST00000534556",244,17501072,17502049
"32","ENSG00000006611",2.02753390434595,4.02212647891163,1.6534471692257,2.43257030147215,0.0149920808299877,NA,"USH1C","protein_coding","ENST00000530700",403,17514441,17520962
"33","ENSG00000006611",2.02753390434595,4.02212647891163,1.6534471692257,2.43257030147215,0.0149920808299877,NA,"USH1C","protein_coding","ENST00000526181",1040,17522883,17533874
"34","ENSG00000006747",21.4581049315692,2.51376476330753,0.487804285244185,5.15322402723295,2.56045775289654e-07,3.89593302069362e-06,"SCIN","protein_coding","ENST00000341757",2569,12570577,12653104
"35","ENSG00000006747",21.4581049315692,2.51376476330753,0.487804285244185,5.15322402723295,2.56045775289654e-07,3.89593302069362e-06,"SCIN","protein_coding","ENST00000297029",9682,12570720,12660182
"36","ENSG00000006747",21.4581049315692,2.51376476330753,0.487804285244185,5.15322402723295,2.56045775289654e-07,3.89593302069362e-06,"SCIN","protein_coding","ENST00000417018",549,12570719,12581105
"37","ENSG00000006747",21.4581049315692,2.51376476330753,0.487804285244185,5.15322402723295,2.56045775289654e-07,3.89593302069362e-06,"SCIN","protein_coding","ENST00000436854",570,12570721,12578150
"38","ENSG00000006747",21.4581049315692,2.51376476330753,0.487804285244185,5.15322402723295,2.56045775289654e-07,3.89593302069362e-06,"SCIN","protein_coding","ENST00000523729",585,12588928,12625052
"39","ENSG00000006747",21.4581049315692,2.51376476330753,0.487804285244185,5.15322402723295,2.56045775289654e-07,3.89593302069362e-06,"SCIN","protein_coding","ENST00000518849",536,12589429,12622884
"40","ENSG00000006747",21.4581049315692,2.51376476330753,0.487804285244185,5.15322402723295,2.56045775289654e-07,3.89593302069362e-06,"SCIN","protein_coding","ENST00000519209",2660,12589433,12653602
"41","ENSG00000006747",21.4581049315692,2.51376476330753,0.487804285244185,5.15322402723295,2.56045775289654e-07,3.89593302069362e-06,"SCIN","protein_coding","ENST00000486980",558,12595549,12625071
"42","ENSG00000006747",21.4581049315692,2.51376476330753,0.487804285244185,5.15322402723295,2.56045775289654e-07,3.89593302069362e-06,"SCIN","protein_coding","ENST00000473722",656,12611031,12629111
"43","ENSG00000006747",21.4581049315692,2.51376476330753,0.487804285244185,5.15322402723295,2.56045775289654e-07,3.89593302069362e-06,"SCIN","protein_coding","ENST00000476649",969,12622838,12626541
"44","ENSG00000007908",5.55105488242159,5.05286438345094,1.53922653873536,3.28272951140929,0.00102807259468839,NA,"SELE","protein_coding","ENST00000367775",3389,169722641,169733659
"45","ENSG00000007908",5.55105488242159,5.05286438345094,1.53922653873536,3.28272951140929,0.00102807259468839,NA,"SELE","protein_coding","ENST00000367777",3576,169722641,169733660
"46","ENSG00000007908",5.55105488242159,5.05286438345094,1.53922653873536,3.28272951140929,0.00102807259468839,NA,"SELE","protein_coding","ENST00000367776",3576,169722641,169733660
"47","ENSG00000007908",5.55105488242159,5.05286438345094,1.53922653873536,3.28272951140929,0.00102807259468839,NA,"SELE","protein_coding","ENST00000333360",3875,169722640,169734079
"48","ENSG00000007908",5.55105488242159,5.05286438345094,1.53922653873536,3.28272951140929,0.00102807259468839,NA,"SELE","protein_coding","ENST00000367774",1518,169725729,169733660
"49","ENSG00000007908",5.55105488242159,5.05286438345094,1.53922653873536,3.28272951140929,0.00102807259468839,NA,"SELE","protein_coding","ENST00000461085",556,169731491,169732718
"50","ENSG00000007908",5.55105488242159,5.05286438345094,1.53922653873536,3.28272951140929,0.00102807259468839,NA,"SELE","protein_coding","ENST00000609271",560,169733577,169764705
"51","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000325568",1105,3065297,3069667
"52","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000534507",1112,3065312,3069551
"53","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000613483",1033,3065312,3069667
"54","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000531965",746,3065322,3069376
"55","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000396887",789,3065322,3069547
"56","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000532086",930,3065355,3067834
"57","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000529699",672,3065358,3069355
"58","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000526464",1198,3065369,3069543
"59","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000440815",920,3065369,3069551
"60","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000529550",772,3065377,3069368
"61","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000551122",733,3065380,3069546
"62","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000525643",818,3065640,3069530
"63","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000548807",810,3065392,3069326
"64","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000528163",950,3065404,3069552
"65","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000530890",774,3065610,3069548
"66","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000444393",892,3065610,3069551
"67","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000533097",814,3065614,3069532
"68","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000534748",580,3065631,3067888
"69","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000008180",1056,3065631,3069819
"70","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000532247",1381,3065639,3068665
"71","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000396890",1067,3065639,3069640
"72","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000525228",566,3065640,3069269
"73","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000675975",818,3065640,3069530
"74","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000548652",812,3065640,3069551
"75","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000525377",997,3065641,3082192
"76","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000530538",674,3065653,3069396
"77","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000549213",654,3065654,3069551
"78","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000552936",713,3065662,3069375
"79","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000548476",1014,3065662,3069514
"80","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000552664",731,3065663,3069440
"81","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000552356",623,3065677,3069409
"82","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000551513",791,3065712,3069368
"83","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000382213",880,3065784,3069667
"84","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000548246",447,3065812,3069355
"85","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000528652",519,3067804,3069412
"86","ENSG00000008517",13.4851806202924,3.04160468815465,0.681279600803569,4.46454683887068,8.02383947706706e-06,8.69229523261593e-05,"IL32","protein_coding","ENST00000525003",544,3068118,3069411
"87","ENSG00000010030",478.273762087617,6.13508274017831,0.561601049785265,10.9242722080454,8.82449817794803e-28,1.14885567403084e-25,"ETV7","protein_coding","ENST00000339796",1530,36354091,36387566
"88","ENSG00000010030",478.273762087617,6.13508274017831,0.561601049785265,10.9242722080454,8.82449817794803e-28,1.14885567403084e-25,"ETV7","protein_coding","ENST00000627426",1285,36354221,36387616
"89","ENSG00000010030",478.273762087617,6.13508274017831,0.561601049785265,10.9242722080454,8.82449817794803e-28,1.14885567403084e-25,"ETV7","protein_coding","ENST00000340181",1605,36366194,36387669
"90","ENSG00000010030",478.273762087617,6.13508274017831,0.561601049785265,10.9242722080454,8.82449817794803e-28,1.14885567403084e-25,"ETV7","protein_coding","ENST00000373737",1488,36366194,36387783
"91","ENSG00000010030",478.273762087617,6.13508274017831,0.561601049785265,10.9242722080454,8.82449817794803e-28,1.14885567403084e-25,"ETV7","protein_coding","ENST00000373738",1570,36366195,36387800
"92","ENSG00000010030",478.273762087617,6.13508274017831,0.561601049785265,10.9242722080454,8.82449817794803e-28,1.14885567403084e-25,"ETV7","protein_coding","ENST00000538992",1434,36366195,36387800
"93","ENSG00000010030",478.273762087617,6.13508274017831,0.561601049785265,10.9242722080454,8.82449817794803e-28,1.14885567403084e-25,"ETV7","protein_coding","ENST00000615781",1776,36366195,36387800
"94","ENSG00000010030",478.273762087617,6.13508274017831,0.561601049785265,10.9242722080454,8.82449817794803e-28,1.14885567403084e-25,"ETV7","protein_coding","ENST00000620358",1599,36366195,36387800
"95","ENSG00000012779",123.663115949647,2.76505621964155,0.234511567348943,11.7907029103058,4.35887738096025e-32,7.4925015731162e-30,"ALOX5","protein_coding","ENST00000374391",2519,45374216,45446117
"96","ENSG00000012779",123.663115949647,2.76505621964155,0.234511567348943,11.7907029103058,4.35887738096025e-32,7.4925015731162e-30,"ALOX5","protein_coding","ENST00000483623",363,45424084,45428486
"97","ENSG00000012779",123.663115949647,2.76505621964155,0.234511567348943,11.7907029103058,4.35887738096025e-32,7.4925015731162e-30,"ALOX5","protein_coding","ENST00000475300",446,45440430,45441585
"98","ENSG00000012779",123.663115949647,2.76505621964155,0.234511567348943,11.7907029103058,4.35887738096025e-32,7.4925015731162e-30,"ALOX5","protein_coding","ENST00000493336",636,45442613,45443447
"99","ENSG00000012779",123.663115949647,2.76505621964155,0.234511567348943,11.7907029103058,4.35887738096025e-32,7.4925015731162e-30,"ALOX5","protein_coding","ENST00000481117",514,45443242,45444232
"100","ENSG00000012779",123.663115949647,2.76505621964155,0.234511567348943,11.7907029103058,4.35887738096025e-32,7.4925015731162e-30,"ALOX5","protein_coding","ENST00000498461",604,45443421,45444214
"101","ENSG00000012779",123.663115949647,2.76505621964155,0.234511567348943,11.7907029103058,4.35887738096025e-32,7.4925015731162e-30,"ALOX5","protein_coding","ENST00000542434",2390,45374176,45446119
"102","ENSG00000012779",123.663115949647,2.76505621964155,0.234511567348943,11.7907029103058,4.35887738096025e-32,7.4925015731162e-30,"ALOX5","protein_coding","ENST00000612635",1945,45374280,45445687
"103","ENSG00000015520",1.80419127651476,3.35695505899611,1.66822850120666,2.01228731949369,0.0441896583525671,NA,"NPC1L1","protein_coding","ENST00000289547",5048,44512535,44541315
"104","ENSG00000015520",1.80419127651476,3.35695505899611,1.66822850120666,2.01228731949369,0.0441896583525671,NA,"NPC1L1","protein_coding","ENST00000381160",4982,44512535,44541330
"105","ENSG00000015520",1.80419127651476,3.35695505899611,1.66822850120666,2.01228731949369,0.0441896583525671,NA,"NPC1L1","protein_coding","ENST00000423141",2554,44533227,44541315
"106","ENSG00000015520",1.80419127651476,3.35695505899611,1.66822850120666,2.01228731949369,0.0441896583525671,NA,"NPC1L1","protein_coding","ENST00000546276",4826,44512538,44541315
"107","ENSG00000017483",53.1699978100951,3.6267636280924,0.4703452024653,7.71085494033496,1.24977653748564e-14,6.40969309504871e-13,"SLC38A5","protein_coding","ENST00000595796",2659,48458537,48470177
"108","ENSG00000017483",53.1699978100951,3.6267636280924,0.4703452024653,7.71085494033496,1.24977653748564e-14,6.40969309504871e-13,"SLC38A5","protein_coding","ENST00000619100",2100,48458539,48467493
"109","ENSG00000017483",53.1699978100951,3.6267636280924,0.4703452024653,7.71085494033496,1.24977653748564e-14,6.40969309504871e-13,"SLC38A5","protein_coding","ENST00000622196",2100,48458539,48467493
"110","ENSG00000017483",53.1699978100951,3.6267636280924,0.4703452024653,7.71085494033496,1.24977653748564e-14,6.40969309504871e-13,"SLC38A5","protein_coding","ENST00000620913",1990,48458544,48470260
"111","ENSG00000017483",53.1699978100951,3.6267636280924,0.4703452024653,7.71085494033496,1.24977653748564e-14,6.40969309504871e-13,"SLC38A5","protein_coding","ENST00000497336",493,48458545,48467060
"112","ENSG00000017483",53.1699978100951,3.6267636280924,0.4703452024653,7.71085494033496,1.24977653748564e-14,6.40969309504871e-13,"SLC38A5","protein_coding","ENST00000615300",797,48458693,48460854
"113","ENSG00000017483",53.1699978100951,3.6267636280924,0.4703452024653,7.71085494033496,1.24977653748564e-14,6.40969309504871e-13,"SLC38A5","protein_coding","ENST00000480105",894,48459220,48460977
"114","ENSG00000017483",53.1699978100951,3.6267636280924,0.4703452024653,7.71085494033496,1.24977653748564e-14,6.40969309504871e-13,"SLC38A5","protein_coding","ENST00000494034",525,48460986,48466872
"115","ENSG00000017483",53.1699978100951,3.6267636280924,0.4703452024653,7.71085494033496,1.24977653748564e-14,6.40969309504871e-13,"SLC38A5","protein_coding","ENST00000440085",910,48461731,48468311
"116","ENSG00000017483",53.1699978100951,3.6267636280924,0.4703452024653,7.71085494033496,1.24977653748564e-14,6.40969309504871e-13,"SLC38A5","protein_coding","ENST00000441948",871,48461752,48468557
"117","ENSG00000017483",53.1699978100951,3.6267636280924,0.4703452024653,7.71085494033496,1.24977653748564e-14,6.40969309504871e-13,"SLC38A5","protein_coding","ENST00000413668",741,48462122,48468388
"118","ENSG00000017483",53.1699978100951,3.6267636280924,0.4703452024653,7.71085494033496,1.24977653748564e-14,6.40969309504871e-13,"SLC38A5","protein_coding","ENST00000416711",708,48462898,48469017
"119","ENSG00000017483",53.1699978100951,3.6267636280924,0.4703452024653,7.71085494033496,1.24977653748564e-14,6.40969309504871e-13,"SLC38A5","protein_coding","ENST00000488083",622,48466015,48469557
"120","ENSG00000017483",53.1699978100951,3.6267636280924,0.4703452024653,7.71085494033496,1.24977653748564e-14,6.40969309504871e-13,"SLC38A5","protein_coding","ENST00000429543",656,48466015,48470243
"121","ENSG00000023445",401.231067052633,4.44014168589596,0.394939336257527,11.242591654635,2.51877442723514e-29,3.64592598342287e-27,"BIRC3","protein_coding","ENST00000527309",1009,102317484,102337061
"122","ENSG00000023445",401.231067052633,4.44014168589596,0.394939336257527,11.242591654635,2.51877442723514e-29,3.64592598342287e-27,"BIRC3","protein_coding","ENST00000526421",5309,102317484,102337705
"123","ENSG00000023445",401.231067052633,4.44014168589596,0.394939336257527,11.242591654635,2.51877442723514e-29,3.64592598342287e-27,"BIRC3","protein_coding","ENST00000263464",6877,102317484,102339403
"124","ENSG00000023445",401.231067052633,4.44014168589596,0.394939336257527,11.242591654635,2.51877442723514e-29,3.64592598342287e-27,"BIRC3","protein_coding","ENST00000673846",4846,102317494,102337259
"125","ENSG00000023445",401.231067052633,4.44014168589596,0.394939336257527,11.242591654635,2.51877442723514e-29,3.64592598342287e-27,"BIRC3","protein_coding","ENST00000528940",607,102317502,102322128
"126","ENSG00000023445",401.231067052633,4.44014168589596,0.394939336257527,11.242591654635,2.51877442723514e-29,3.64592598342287e-27,"BIRC3","protein_coding","ENST00000532808",4238,102317563,102339403
"127","ENSG00000023445",401.231067052633,4.44014168589596,0.394939336257527,11.242591654635,2.51877442723514e-29,3.64592598342287e-27,"BIRC3","protein_coding","ENST00000527336",664,102336521,102337291
"128","ENSG00000023445",401.231067052633,4.44014168589596,0.394939336257527,11.242591654635,2.51877442723514e-29,3.64592598342287e-27,"BIRC3","protein_coding","ENST00000615299",4342,102317450,102339394
"129","ENSG00000026950",4130.69203544585,2.07158685877745,0.23823006146489,8.69574077276036,3.44574307108394e-18,2.43772472829546e-16,"BTN3A1","protein_coding","ENST00000476549",1758,26402237,26413246
"130","ENSG00000026950",4130.69203544585,2.07158685877745,0.23823006146489,8.69574077276036,3.44574307108394e-18,2.43772472829546e-16,"BTN3A1","protein_coding","ENST00000465690",584,26402250,26404555
"131","ENSG00000026950",4130.69203544585,2.07158685877745,0.23823006146489,8.69574077276036,3.44574307108394e-18,2.43772472829546e-16,"BTN3A1","protein_coding","ENST00000450085",580,26402250,26406180
"132","ENSG00000026950",4130.69203544585,2.07158685877745,0.23823006146489,8.69574077276036,3.44574307108394e-18,2.43772472829546e-16,"BTN3A1","protein_coding","ENST00000425234",1882,26402250,26412920
"133","ENSG00000026950",4130.69203544585,2.07158685877745,0.23823006146489,8.69574077276036,3.44574307108394e-18,2.43772472829546e-16,"BTN3A1","protein_coding","ENST00000427334",570,26402258,26405953
"134","ENSG00000026950",4130.69203544585,2.07158685877745,0.23823006146489,8.69574077276036,3.44574307108394e-18,2.43772472829546e-16,"BTN3A1","protein_coding","ENST00000506698",619,26402275,26406098
"135","ENSG00000026950",4130.69203544585,2.07158685877745,0.23823006146489,8.69574077276036,3.44574307108394e-18,2.43772472829546e-16,"BTN3A1","protein_coding","ENST00000289361",3388,26402275,26415208
"136","ENSG00000026950",4130.69203544585,2.07158685877745,0.23823006146489,8.69574077276036,3.44574307108394e-18,2.43772472829546e-16,"BTN3A1","protein_coding","ENST00000414912",2077,26402295,26414073
"137","ENSG00000026950",4130.69203544585,2.07158685877745,0.23823006146489,8.69574077276036,3.44574307108394e-18,2.43772472829546e-16,"BTN3A1","protein_coding","ENST00000082468",3442,26402308,26415204
"138","ENSG00000026950",4130.69203544585,2.07158685877745,0.23823006146489,8.69574077276036,3.44574307108394e-18,2.43772472829546e-16,"BTN3A1","protein_coding","ENST00000513047",895,26409545,26413217
"139","ENSG00000026950",4130.69203544585,2.07158685877745,0.23823006146489,8.69574077276036,3.44574307108394e-18,2.43772472829546e-16,"BTN3A1","protein_coding","ENST00000502361",1765,26409583,26413002
"140","ENSG00000028137",7.33382758832409,3.46785525340569,0.955062378548007,3.63102487470809,0.000282297971682863,0.00197617561977931,"TNFRSF1B","protein_coding","ENST00000376259",3687,12166991,12209220
"141","ENSG00000028137",7.33382758832409,3.46785525340569,0.955062378548007,3.63102487470809,0.000282297971682863,0.00197617561977931,"TNFRSF1B","protein_coding","ENST00000492361",3583,12167003,12209228
"142","ENSG00000028137",7.33382758832409,3.46785525340569,0.955062378548007,3.63102487470809,0.000282297971682863,0.00197617561977931,"TNFRSF1B","protein_coding","ENST00000489921",409,12191838,12193008
"143","ENSG00000028137",7.33382758832409,3.46785525340569,0.955062378548007,3.63102487470809,0.000282297971682863,0.00197617561977931,"TNFRSF1B","protein_coding","ENST00000536782",557,12167003,12192358
"144","ENSG00000042062",39.8273190707211,2.39862293895428,0.464192915952478,5.16729759658772,2.37502941451677e-07,3.6465734248568e-06,"RIPOR3","protein_coding","ENST00000327979",4391,50586108,50691542
"145","ENSG00000042062",39.8273190707211,2.39862293895428,0.464192915952478,5.16729759658772,2.37502941451677e-07,3.6465734248568e-06,"RIPOR3","protein_coding","ENST00000462842",1086,50586665,50590012
