ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc_symbol,gene_biotype,ensembl_transcript_id,transcript_length,transcript_start,transcript_end
ENSG00000197585,3.311171264,2.137074648,1.087432863,1.965247438,0.049385606,NA,,lncRNA,ENST00000437883,543,214311602,214684246
ENSG00000197585,3.311171264,2.137074648,1.087432863,1.965247438,0.049385606,NA,,lncRNA,ENST00000661682,686,214241676,214494604
ENSG00000204261,144.1839754,2.701624553,0.200182286,13.49582229,1.65E-41,4.19E-39,PSMB8-AS1,lncRNA,ENST00000429600,1219,32844078,32846213
ENSG00000204261,144.1839754,2.701624553,0.200182286,13.49582229,1.65E-41,4.19E-39,PSMB8-AS1,lncRNA,ENST00000453426,1272,32844086,32846500
ENSG00000204261,144.1839754,2.701624553,0.200182286,13.49582229,1.65E-41,4.19E-39,PSMB8-AS1,lncRNA,ENST00000415067,1338,32844101,32846493
ENSG00000204261,144.1839754,2.701624553,0.200182286,13.49582229,1.65E-41,4.19E-39,PSMB8-AS1,lncRNA,ENST00000458296,1623,32844108,32846484
ENSG00000204261,144.1839754,2.701624553,0.200182286,13.49582229,1.65E-41,4.19E-39,PSMB8-AS1,lncRNA,ENST00000666376,2182,32844119,32846300
ENSG00000204261,144.1839754,2.701624553,0.200182286,13.49582229,1.65E-41,4.19E-39,PSMB8-AS1,lncRNA,ENST00000413039,1280,32844131,32846492
ENSG00000204261,144.1839754,2.701624553,0.200182286,13.49582229,1.65E-41,4.19E-39,PSMB8-AS1,lncRNA,ENST00000412095,1015,32844134,32845695
ENSG00000204709,8.116032097,2.420758184,0.845014993,2.864751756,0.004173363,0.019609603,LINC01556,lncRNA,ENST00000377186,466,28943877,28944537
ENSG00000205300,15.38205837,5.580304712,1.127968044,4.947218799,7.53E-07,1.03E-05,,lncRNA,ENST00000379526,686,4070152,4075165
ENSG00000205837,5.690964291,2.379963872,0.882616994,2.696485437,0.007007546,NA,LINC00487,lncRNA,ENST00000412528,424,6728177,6731322
ENSG00000205837,5.690964291,2.379963872,0.882616994,2.696485437,0.007007546,NA,LINC00487,lncRNA,ENST00000424179,602,6729168,6731226
ENSG00000205837,5.690964291,2.379963872,0.882616994,2.696485437,0.007007546,NA,LINC00487,lncRNA,ENST00000382045,2131,6729168,6770311
ENSG00000206337,38.63895447,3.13543104,0.458548007,6.837737796,8.05E-12,2.86E-10,HCP5,lncRNA,ENST00000414046,9148,31463170,31472408
ENSG00000206337,38.63895447,3.13543104,0.458548007,6.837737796,8.05E-12,2.86E-10,HCP5,lncRNA,ENST00000460889,465,31463185,31463821
ENSG00000206337,38.63895447,3.13543104,0.458548007,6.837737796,8.05E-12,2.86E-10,HCP5,lncRNA,ENST00000670109,2591,31463185,31465888
ENSG00000206337,38.63895447,3.13543104,0.458548007,6.837737796,8.05E-12,2.86E-10,HCP5,lncRNA,ENST00000666495,2005,31463185,31478936
ENSG00000206337,38.63895447,3.13543104,0.458548007,6.837737796,8.05E-12,2.86E-10,HCP5,lncRNA,ENST00000467369,1024,31463201,31477833
ENSG00000206337,38.63895447,3.13543104,0.458548007,6.837737796,8.05E-12,2.86E-10,HCP5,lncRNA,ENST00000541196,1689,31463221,31465698
ENSG00000206337,38.63895447,3.13543104,0.458548007,6.837737796,8.05E-12,2.86E-10,HCP5,lncRNA,ENST00000674016,303,31464034,31477232
ENSG00000214106,107.1953094,2.026047521,0.293580371,6.901168191,5.16E-12,1.90E-10,PAXIP1-AS2,lncRNA,ENST00000646803,6706,154928485,154952188
ENSG00000214106,107.1953094,2.026047521,0.293580371,6.901168191,5.16E-12,1.90E-10,PAXIP1-AS2,lncRNA,ENST00000411526,1985,154928498,154947557
ENSG00000214106,107.1953094,2.026047521,0.293580371,6.901168191,5.16E-12,1.90E-10,PAXIP1-AS2,lncRNA,ENST00000397551,1692,154928517,154945398
ENSG00000214106,107.1953094,2.026047521,0.293580371,6.901168191,5.16E-12,1.90E-10,PAXIP1-AS2,lncRNA,ENST00000449486,2121,154928528,154949908
ENSG00000214106,107.1953094,2.026047521,0.293580371,6.901168191,5.16E-12,1.90E-10,PAXIP1-AS2,lncRNA,ENST00000662713,454,154945005,154946838
ENSG00000214106,107.1953094,2.026047521,0.293580371,6.901168191,5.16E-12,1.90E-10,PAXIP1-AS2,lncRNA,ENST00000661090,2150,154928460,154947538
ENSG00000214106,107.1953094,2.026047521,0.293580371,6.901168191,5.16E-12,1.90E-10,PAXIP1-AS2,lncRNA,ENST00000656459,1262,154928464,154946975
ENSG00000214106,107.1953094,2.026047521,0.293580371,6.901168191,5.16E-12,1.90E-10,PAXIP1-AS2,lncRNA,ENST00000657268,2032,154928501,154947560
ENSG00000214106,107.1953094,2.026047521,0.293580371,6.901168191,5.16E-12,1.90E-10,PAXIP1-AS2,lncRNA,ENST00000662567,1635,154928504,154931636
ENSG00000216863,1.840894944,4.480171868,1.685395915,2.658231118,0.0078552,NA,LY86-AS1,lncRNA,ENST00000429345,1941,6346465,6622744
ENSG00000216863,1.840894944,4.480171868,1.685395915,2.658231118,0.0078552,NA,LY86-AS1,lncRNA,ENST00000435641,2819,6360591,6622695
ENSG00000216863,1.840894944,4.480171868,1.685395915,2.658231118,0.0078552,NA,LY86-AS1,lncRNA,ENST00000447858,938,6366132,6587193
ENSG00000216863,1.840894944,4.480171868,1.685395915,2.658231118,0.0078552,NA,LY86-AS1,lncRNA,ENST00000606992,545,6475306,6492984
ENSG00000216863,1.840894944,4.480171868,1.685395915,2.658231118,0.0078552,NA,LY86-AS1,lncRNA,ENST00000669477,1960,6366070,6622771
ENSG00000216863,1.840894944,4.480171868,1.685395915,2.658231118,0.0078552,NA,LY86-AS1,lncRNA,ENST00000606044,572,6620964,6622697
ENSG00000216863,1.840894944,4.480171868,1.685395915,2.658231118,0.0078552,NA,LY86-AS1,lncRNA,ENST00000658580,3098,6360344,6622733
ENSG00000216863,1.840894944,4.480171868,1.685395915,2.658231118,0.0078552,NA,LY86-AS1,lncRNA,ENST00000665459,2526,6360636,6622699
ENSG00000216863,1.840894944,4.480171868,1.685395915,2.658231118,0.0078552,NA,LY86-AS1,lncRNA,ENST00000655679,1316,6366070,6622756
ENSG00000216863,1.840894944,4.480171868,1.685395915,2.658231118,0.0078552,NA,LY86-AS1,lncRNA,ENST00000653438,2957,6561541,6622740
ENSG00000216863,1.840894944,4.480171868,1.685395915,2.658231118,0.0078552,NA,LY86-AS1,lncRNA,ENST00000661991,809,6616116,6622695
ENSG00000216863,1.840894944,4.480171868,1.685395915,2.658231118,0.0078552,NA,LY86-AS1,lncRNA,ENST00000607278,2972,6618606,6622739
ENSG00000223806,2.825523933,4.414792002,1.564304599,2.822207391,0.004769432,NA,LINC00114,lncRNA,ENST00000448579,681,38739021,38742053
ENSG00000223806,2.825523933,4.414792002,1.564304599,2.822207391,0.004769432,NA,LINC00114,lncRNA,ENST00000411989,1790,38739021,38742517
ENSG00000223806,2.825523933,4.414792002,1.564304599,2.822207391,0.004769432,NA,LINC00114,lncRNA,ENST00000429621,827,38739021,38747460
ENSG00000223806,2.825523933,4.414792002,1.564304599,2.822207391,0.004769432,NA,LINC00114,lncRNA,ENST00000663481,1516,38733890,38742044
ENSG00000223823,2.050504106,3.739501513,1.604528446,2.330592219,0.019774872,NA,LINC01342,lncRNA,ENST00000416774,1620,1137017,1144056
ENSG00000224666,3.861171394,2.688140432,1.173587334,2.290532928,0.021990442,NA,ETV7-AS1,lncRNA,ENST00000411643,319,36386831,36391994
ENSG00000224666,3.861171394,2.688140432,1.173587334,2.290532928,0.021990442,NA,ETV7-AS1,lncRNA,ENST00000612718,60,36391907,36393462
ENSG00000224961,3.897183825,2.184159544,0.989984525,2.206256249,0.027366063,NA,LINC01752,lncRNA,ENST00000417299,855,10696949,10754027
ENSG00000224961,3.897183825,2.184159544,0.989984525,2.206256249,0.027366063,NA,LINC01752,lncRNA,ENST00000654385,634,10747145,10754033
ENSG00000225075,3.827573369,2.520577338,1.118164774,2.254209216,0.024183009,NA,,lncRNA,ENST00000421943,449,112693688,112696621
ENSG00000225431,10.11333092,7.208962064,1.388926388,5.190312551,2.10E-07,3.28E-06,LINC01671,lncRNA,ENST00000419628,1775,42599280,42615058
ENSG00000225670,30.24479175,2.161823269,0.435400463,4.965137739,6.87E-07,9.49E-06,CADM3-AS1,lncRNA,ENST00000415675,5044,159194325,159202512
ENSG00000225670,30.24479175,2.161823269,0.435400463,4.965137739,6.87E-07,9.49E-06,CADM3-AS1,lncRNA,ENST00000609696,480,159201306,159207973
ENSG00000225778,1.844292623,4.214107057,1.698697904,2.480786635,0.013109282,NA,PROSER2-AS1,lncRNA,ENST00000445498,3146,11849608,11894700
ENSG00000225778,1.844292623,4.214107057,1.698697904,2.480786635,0.013109282,NA,PROSER2-AS1,lncRNA,ENST00000453242,475,11857289,11874795
ENSG00000225886,110.7475566,4.942756636,0.375486747,13.16359812,1.42E-39,3.40E-37,,lncRNA,ENST00000430683,489,27669468,27670276
ENSG00000225886,110.7475566,4.942756636,0.375486747,13.16359812,1.42E-39,3.40E-37,,lncRNA,ENST00000626608,376,27669490,27683371
ENSG00000225886,110.7475566,4.942756636,0.375486747,13.16359812,1.42E-39,3.40E-37,,lncRNA,ENST00000628586,639,27669490,27691032
ENSG00000225886,110.7475566,4.942756636,0.375486747,13.16359812,1.42E-39,3.40E-37,,lncRNA,ENST00000625232,658,27669490,27702991
ENSG00000225886,110.7475566,4.942756636,0.375486747,13.16359812,1.42E-39,3.40E-37,,lncRNA,ENST00000628584,478,27669490,27703049
ENSG00000225886,110.7475566,4.942756636,0.375486747,13.16359812,1.42E-39,3.40E-37,,lncRNA,ENST00000629895,610,27669490,27703063
ENSG00000225964,48.46904487,5.857691655,0.710131558,8.2487415,1.60E-16,9.78E-15,NRIR,lncRNA,ENST00000662953,2055,6819463,6840430
ENSG00000225964,48.46904487,5.857691655,0.710131558,8.2487415,1.60E-16,9.78E-15,NRIR,lncRNA,ENST00000366140,799,6828514,6833531
ENSG00000225964,48.46904487,5.857691655,0.710131558,8.2487415,1.60E-16,9.78E-15,NRIR,lncRNA,ENST00000414795,506,6828880,6840464
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000524517,790,75269819,75358707
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000530606,549,75273297,75358608
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000531808,575,75283801,75373500
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000528121,2012,75296344,75362126
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000416398,1860,75296390,75361678
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000526759,1628,75296393,75361680
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000533822,660,75296497,75360804
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000649714,1638,75342251,75361680
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000661246,1738,75296406,75361680
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000670946,1701,75276450,75361676
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000666247,1549,75243568,75361680
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000661189,1498,75342257,75361680
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000663601,674,75342280,75359197
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000668612,1462,75269788,75361680
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000669449,1456,75296320,75361680
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000665971,1637,75283791,75361681
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000660657,1598,75283975,75361680
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000671219,1577,75269781,75361677
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000670172,1663,75342278,75361676
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000661449,858,75342280,75360850
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000660346,1600,75342266,75361680
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000656537,777,75342272,75360855
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000663224,1436,75276213,75361676
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000668415,1732,75296402,75361676
ENSG00000226051,1.986924942,4.089344951,1.620026537,2.524245657,0.011594687,NA,ZNF503-AS1,lncRNA,ENST00000668572,1256,75342266,75361229
ENSG00000226508,97.0086841,2.024961273,0.270193181,7.494494378,6.66E-14,3.17E-12,LINC01918,lncRNA,ENST00000436841,797,105144113,105145222
ENSG00000226508,97.0086841,2.024961273,0.270193181,7.494494378,6.66E-14,3.17E-12,LINC01918,lncRNA,ENST00000452037,515,105144123,105144912
ENSG00000226508,97.0086841,2.024961273,0.270193181,7.494494378,6.66E-14,3.17E-12,LINC01918,lncRNA,ENST00000438148,415,105144142,105145424
ENSG00000226835,6.303237232,5.111253656,1.329382067,3.844834215,0.000120634,0.000943544,ARHGAP29-AS1,lncRNA,ENST00000660441,767,94247819,94334849
ENSG00000226835,6.303237232,5.111253656,1.329382067,3.844834215,0.000120634,0.000943544,ARHGAP29-AS1,lncRNA,ENST00000418242,861,94247821,94334850
ENSG00000226835,6.303237232,5.111253656,1.329382067,3.844834215,0.000120634,0.000943544,ARHGAP29-AS1,lncRNA,ENST00000654754,996,94247830,94342826
ENSG00000226835,6.303237232,5.111253656,1.329382067,3.844834215,0.000120634,0.000943544,ARHGAP29-AS1,lncRNA,ENST00000657152,952,94247860,94335546
ENSG00000226835,6.303237232,5.111253656,1.329382067,3.844834215,0.000120634,0.000943544,ARHGAP29-AS1,lncRNA,ENST00000662164,939,94247863,94334804
ENSG00000226835,6.303237232,5.111253656,1.329382067,3.844834215,0.000120634,0.000943544,ARHGAP29-AS1,lncRNA,ENST00000413103,887,94247864,94334848
ENSG00000226835,6.303237232,5.111253656,1.329382067,3.844834215,0.000120634,0.000943544,ARHGAP29-AS1,lncRNA,ENST00000666276,1603,94247868,94284030
ENSG00000226835,6.303237232,5.111253656,1.329382067,3.844834215,0.000120634,0.000943544,ARHGAP29-AS1,lncRNA,ENST00000656153,1444,94247870,94411036
ENSG00000226835,6.303237232,5.111253656,1.329382067,3.844834215,0.000120634,0.000943544,ARHGAP29-AS1,lncRNA,ENST00000665417,852,94247871,94334809
ENSG00000226835,6.303237232,5.111253656,1.329382067,3.844834215,0.000120634,0.000943544,ARHGAP29-AS1,lncRNA,ENST00000660527,808,94247899,94334806
ENSG00000226835,6.303237232,5.111253656,1.329382067,3.844834215,0.000120634,0.000943544,ARHGAP29-AS1,lncRNA,ENST00000654057,489,94287378,94334803
ENSG00000227308,1.368975407,3.622241002,1.709788975,2.118531032,0.03413012,NA,LINC02832,lncRNA,ENST00000607654,1965,219685381,219687345
ENSG00000227308,1.368975407,3.622241002,1.709788975,2.118531032,0.03413012,NA,LINC02832,lncRNA,ENST00000606673,602,219685492,219737937
ENSG00000227308,1.368975407,3.622241002,1.709788975,2.118531032,0.03413012,NA,LINC02832,lncRNA,ENST00000416861,496,219686987,219714686
ENSG00000227308,1.368975407,3.622241002,1.709788975,2.118531032,0.03413012,NA,LINC02832,lncRNA,ENST00000442416,361,219730110,219737742
ENSG00000228022,3.148693903,2.594873719,1.261168851,2.057514913,0.039636722,NA,HCG20,lncRNA,ENST00000656751,1024,30743790,30792114
ENSG00000228022,3.148693903,2.594873719,1.261168851,2.057514913,0.039636722,NA,HCG20,lncRNA,ENST00000439406,1229,30766798,30792250
ENSG00000228022,3.148693903,2.594873719,1.261168851,2.057514913,0.039636722,NA,HCG20,lncRNA,ENST00000663861,1331,30781867,30792246
ENSG00000228022,3.148693903,2.594873719,1.261168851,2.057514913,0.039636722,NA,HCG20,lncRNA,ENST00000422944,1176,30781958,30792250
ENSG00000228028,1.486228738,3.839840113,1.824030614,2.105140168,0.035279109,NA,,lncRNA,ENST00000608995,161,196250542,196251413
ENSG00000228028,1.486228738,3.839840113,1.824030614,2.105140168,0.035279109,NA,,lncRNA,ENST00000425275,422,196250549,196251654
ENSG00000228033,6.371779927,2.06229643,0.801208989,2.573980644,0.01005359,0.04083876,,lncRNA,ENST00000421575,583,52722671,52961452
ENSG00000228033,6.371779927,2.06229643,0.801208989,2.573980644,0.01005359,0.04083876,,lncRNA,ENST00000443237,453,52722677,52910020
ENSG00000228033,6.371779927,2.06229643,0.801208989,2.573980644,0.01005359,0.04083876,,lncRNA,ENST00000668945,719,52722671,52934500
ENSG00000228318,125.6823739,7.522550627,0.753597089,9.982191726,1.82E-23,1.90E-21,,lncRNA,ENST00000411427,1116,41441056,41445708
ENSG00000228548,1.627427388,-3.309073032,1.627757347,-2.032903147,0.042062309,NA,ITPKB-AS1,lncRNA,ENST00000453525,538,226668897,226676345
ENSG00000228838,2.438272806,4.170827931,1.574444517,2.649079015,0.008071146,NA,,lncRNA,ENST00000421637,675,53288024,53289706
ENSG00000229776,15.98357061,2.266118199,0.532310469,4.257136261,2.07E-05,0.000200939,C4B-AS1,lncRNA,ENST00000415626,2095,32032713,32036258
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000651897,1898,23180141,23190419
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000622708,1310,23180154,23190305
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000613502,2345,23187961,23190305
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000411595,709,23187975,23190307
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000671511,723,23187961,23190307
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000653675,1327,23180168,23190305
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000662891,1472,23180850,23190308
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000668592,1032,23185956,23190305
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000661171,1506,23180134,23190305
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000669864,1466,23180168,23190308
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000670920,1336,23180102,23190314
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000655027,1438,23180189,23190305
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000659149,882,23180154,23190305
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000671352,1486,23180152,23190306
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000657770,1504,23180844,23190307
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000667058,894,23180109,23190307
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000660151,1947,23180146,23190307
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000656146,1480,23180121,23190305
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000667919,1364,23180104,23190308
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000660732,901,23186493,23190303
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000658507,1222,23180146,23190307
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000661460,1215,23186201,23190305
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000654323,1376,23180134,23190305
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000656699,1410,23180141,23190307
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000659901,829,23180156,23190304
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000665327,844,23180154,23190305
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000670224,1211,23180154,23190307
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000666879,1415,23180102,23190305
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000661992,1348,23179272,23190308
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000663750,938,23180154,23190303
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000653694,1073,23180154,23190305
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000660909,1140,23180141,23190308
ENSG00000230387,2.748632881,4.996340556,1.579151945,3.163939083,0.001556494,NA,,lncRNA,ENST00000671541,1664,23180154,23190305
